"age","sex","category","population"
34,"Naiset","v2010",9
34,"Naiset","v2024",9
35,"Naiset","v1990",18
35,"Naiset","v2010",11
35,"Naiset","v2024",6
36,"Naiset","v1990",15
36,"Naiset","v2010",12
36,"Naiset","v2024",4
37,"Naiset","v1990",14
37,"Naiset","v2010",5
37,"Naiset","v2024",8
38,"Naiset","v1990",20
38,"Naiset","v2010",4
38,"Naiset","v2024",9
39,"Naiset","v1990",19
39,"Naiset","v2010",4
39,"Naiset","v2024",12
40,"Naiset","v1990",17
40,"Naiset","v2010",7
40,"Naiset","v2024",13
41,"Naiset","v1990",22
41,"Naiset","v2010",12
41,"Naiset","v2024",15
42,"Naiset","v1990",11
42,"Naiset","v2010",16
42,"Naiset","v2024",9
43,"Naiset","v1990",17
43,"Naiset","v2010",5
43,"Naiset","v2024",9
44,"Naiset","v1990",12
44,"Naiset","v2010",14
44,"Naiset","v2024",10
45,"Naiset","v1990",15
45,"Naiset","v2010",10
45,"Naiset","v2024",12
46,"Naiset","v1990",16
46,"Naiset","v2010",17
46,"Naiset","v2024",8
47,"Naiset","v1990",16
47,"Naiset","v2010",13
47,"Naiset","v2024",8
48,"Naiset","v1990",14
48,"Naiset","v2010",17
48,"Naiset","v2024",11
49,"Naiset","v1990",12
49,"Naiset","v2010",14
49,"Naiset","v2024",9
50,"Naiset","v1990",11
50,"Naiset","v2010",15
50,"Naiset","v2024",9
51,"Naiset","v1990",13
51,"Naiset","v2010",19
51,"Naiset","v2024",5
52,"Naiset","v1990",13
52,"Naiset","v2010",14
52,"Naiset","v2024",3
53,"Naiset","v1990",11
53,"Naiset","v2010",11
53,"Naiset","v2024",8
54,"Naiset","v1990",13
54,"Naiset","v2010",15
54,"Naiset","v2024",4
55,"Naiset","v1990",17
55,"Naiset","v2010",19
55,"Naiset","v2024",12
56,"Naiset","v1990",11
56,"Naiset","v2010",11
56,"Naiset","v2024",15
57,"Naiset","v1990",8
57,"Naiset","v2010",13
57,"Naiset","v2024",11
58,"Naiset","v1990",13
58,"Naiset","v2010",19
58,"Naiset","v2024",16
59,"Naiset","v1990",19
59,"Naiset","v2010",17
59,"Naiset","v2024",11
60,"Naiset","v1990",13
60,"Naiset","v2010",13
60,"Naiset","v2024",16
61,"Naiset","v1990",11
61,"Naiset","v2010",28
61,"Naiset","v2024",16
62,"Naiset","v1990",22
62,"Naiset","v2010",9
62,"Naiset","v2024",16
63,"Naiset","v1990",13
63,"Naiset","v2010",17
63,"Naiset","v2024",13
64,"Naiset","v1990",12
64,"Naiset","v2010",13
64,"Naiset","v2024",12
65,"Naiset","v1990",14
65,"Naiset","v2010",14
65,"Naiset","v2024",19
66,"Naiset","v1990",16
66,"Naiset","v2010",15
66,"Naiset","v2024",12
67,"Naiset","v1990",16
67,"Naiset","v2010",16
67,"Naiset","v2024",11
68,"Naiset","v1990",14
68,"Naiset","v2010",19
68,"Naiset","v2024",17
69,"Naiset","v1990",18
69,"Naiset","v2010",12
69,"Naiset","v2024",15
70,"Naiset","v1990",23
70,"Naiset","v2010",11
70,"Naiset","v2024",9
71,"Naiset","v1990",14
71,"Naiset","v2010",17
71,"Naiset","v2024",12
72,"Naiset","v1990",12
72,"Naiset","v2010",12
72,"Naiset","v2024",11
73,"Naiset","v1990",12
73,"Naiset","v2010",5
73,"Naiset","v2024",19
74,"Naiset","v1990",7
74,"Naiset","v2010",12
74,"Naiset","v2024",18
75,"Naiset","v1990",18
75,"Naiset","v2010",15
75,"Naiset","v2024",15
76,"Naiset","v1990",9
76,"Naiset","v2010",8
76,"Naiset","v2024",3
77,"Naiset","v1990",11
77,"Naiset","v2010",7
77,"Naiset","v2024",16
78,"Naiset","v1990",16
78,"Naiset","v2010",11
78,"Naiset","v2024",9
79,"Naiset","v1990",10
79,"Naiset","v2010",12
79,"Naiset","v2024",10
80,"Naiset","v1990",6
80,"Naiset","v2010",9
80,"Naiset","v2024",8
81,"Naiset","v1990",15
81,"Naiset","v2010",8
81,"Naiset","v2024",11
82,"Naiset","v1990",11
82,"Naiset","v2010",15
82,"Naiset","v2024",5
83,"Naiset","v1990",7
83,"Naiset","v2010",7
83,"Naiset","v2024",4
84,"Naiset","v1990",8
84,"Naiset","v2010",6
84,"Naiset","v2024",5
85,"Naiset","v1990",7
85,"Naiset","v2010",7
85,"Naiset","v2024",10
86,"Naiset","v1990",8
86,"Naiset","v2010",8
86,"Naiset","v2024",7
87,"Naiset","v1990",7
87,"Naiset","v2010",5
87,"Naiset","v2024",3
88,"Naiset","v1990",1
88,"Naiset","v2010",11
88,"Naiset","v2024",6
89,"Naiset","v1990",3
89,"Naiset","v2010",4
89,"Naiset","v2024",5
90,"Naiset","v1990",4
90,"Naiset","v2010",5
90,"Naiset","v2024",5
91,"Naiset","v1990",3
91,"Naiset","v2010",3
91,"Naiset","v2024",1
92,"Naiset","v1990",1
